"number_of_rows","row","prop_cases_stephensi","message","likelihood","mu0","Q0","chi","bites_Bed","bites_Indoors","delayMos","data_model_difference_1","data_model_difference_2","data_model_difference_3","data_model_difference_4","data_model_difference_5","data_model_difference_6","data_model_difference_7","data_model_difference_8","data_model_difference_9","data_model_difference_10","year1","year2","year3","year4","year5","year6","year7","year8","year9","year10"
200,21,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",96.203716266775,0.0865580153465432,0.167270694650593,0.184741325637043,0.121703973842613,0.849363600762254,10,-1676.70369171214,-114.459248520814,-19.3728193424953,747.098292985883,17079.7026067662,17782.0454926007,6874.95755789441,15495.1220449512,16109.582354475,18887.2669065256,0.1,0.1,0.1,15.19992,7,4,7.09996,3.25,3.75,4.25
200,22,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",89.9783687546567,0.156313702303993,0.352692558860872,0.827445093039261,0.603363226137806,0.815487143993547,10,-867.351850701484,-134.897191350244,-23.265036949332,1123.61946384339,13515.0464450189,9622.27564479258,31047.5133439975,26250.4974089819,19050.2568953345,19032.9881759436,0.00463884083496093,0.00200959074950538,0.001,11.2098760612445,6.69089948036578,3.65354415362259,3.16220629108598,2.88093755449815,3.34010608173562,4.01750851951876
200,23,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",95.4840403755994,0.125231182591745,0.195627082527848,0.709772068431093,0.159435090074456,0.224002980709723,10,-833.719375347944,-67.9131734852319,-11.0542929884002,-762.661227005867,-20870.2166319682,-36635.9480656627,-9193.91192783716,-10211.2545223213,-17561.9010282543,-67761.485935091,0.1,0.1,0.1,22.39984,10.59996,4,3.5,3.25,3.75,7.84996
200,24,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",91.5741004390113,0.191383058361122,0.188839069191599,0.490686472980648,0.819707692186527,0.550321075827573,10,-99.0605622790581,-19.7433320154782,-3.06655551031181,-70.4453149131268,-1475.07654491743,-186.839894762648,-9176.23245349945,-855.656858000424,-7003.01115561023,-7077.63265383662,0.0993287570217282,0.100468856534877,0.100918447847436,72.8001994864799,32.2000555512465,11.2008553544998,21.499740123444,10.4511259290602,14.5496304896799,15.0501023539635
200,25,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",90.4255453613078,0.174390238507163,0.331264190048794,0.268562377505041,0.183026815244736,0.705452162804502,10,-517.408620754641,-84.6378299209109,-13.9908318168848,252.372550352492,-162.688706189503,11262.1428498123,11225.1635747472,22310.3798388721,20649.8464858766,24040.8013278401,0.0507225172047711,0.0126327678400901,0.00266372981550018,18.8627101946012,6.90957915637407,3.84271355801084,7.02063089537812,3.14346245031931,3.65332424626956,4.21488864476929
200,26,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",92.5042837422726,0.127468583533351,0.143758623382426,0.474076371482001,0.856351909119617,0.866525950383744,10,-639.753033756791,-34.0610550614698,-5.36908623942804,-91.0375229382385,1030.05298749557,-6340.61261360579,-6491.14015724044,-5893.39459522443,-7248.29647710111,-22327.1121447062,0.1,0.1,0.1,43.9996,21.39984,7.59996,10.69992,6.84996,7.34996,11.44992
200,27,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",91.1054539260263,0.15025062733333,0.112875805784715,0.824014752712858,0.408686433615233,0.707847204947836,10,-321.653557894761,-13.7008164354769,-2.11557497196525,1305.52264233584,-203.509886846419,2100.54517076088,2449.64326917561,846.2782079596,158.075728533284,-592.11637680752,0.100336124474239,0.100378459986573,0.100751837933579,90,57.3994618752511,18.3997958379116,32.2996540051102,21.2497888642884,21.7498068425979,22.2497938913325
200,28,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",95.4926715367963,0.0644746005962159,0.119397748092422,0.340284242165053,0.225464991911883,0.659427567659306,10,-2305.86986365206,-101.543068280204,-16.9732538484793,484.011094519836,-3021.96016445521,4739.82817962557,3766.07868747909,17452.6594425723,18679.2398732781,6740.36259769357,0.1,0.1,0.1,18.79988,7,4,7.09996,3.25,3.75,7.84996
200,29,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",96.1177460142006,0.108585469350519,0.223057789670187,0.682039538363705,0.239474113693072,0.168639653579214,10,-1329.96117292338,-128.349881318951,-21.9894728535261,-1087.5389504117,661.219481126049,3727.79162522703,30072.6631528375,26495.1720242678,19917.3095375644,20944.9764479187,0.1,0.1,0.1,11.59996,7,4,3.5,3.25,3.75,4.25
200,30,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",91.171097309996,0.170968827305801,0.15144108602521,0.226395513861095,0.806584773514514,0.20058938620111,10,-198.384569828923,-17.51051011338,-2.71462567661109,-83.5459900135575,-246.110864582908,-4388.90128071683,-4272.63806486886,-3584.42123396365,-4007.24133542406,-7654.2255657916,0.10004329555058,0.100069188351927,0.100141019896327,83.5991693805325,35.7997005212471,14.7999271548542,21.4999176548208,14.0498809180061,14.5499036526307,18.6498454092213
200,31,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",95.2819219646317,0.127866072606904,0.243934903498623,0.75112291656061,0.79102522376053,0.368396004885047,10,-975.219188728529,-103.776575275344,-17.4334913866315,965.782876629137,20164.8148338072,21261.4788685802,39234.2650482708,31314.9681712603,24054.0158213389,19057.5920830818,0.1,0.1,0.1,15.19992,7,4,3.5,3.25,3.75,7.84996
200,32,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",95.0639161305837,0.0727182856915917,0.124820556707098,0.769486031033292,0.241992618078298,0.16643475084502,10,-1937.96103899502,-87.5034407484268,-14.4705317711459,-387.224271346432,-3738.6912587313,-35528.6830359359,-26966.6389627516,-33140.158970083,-44893.5426223937,-53526.864815098,0.1,0.1,0.1,18.79988,7,4,3.5,3.25,3.75,4.25
200,33,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",93.6441422992317,0.124456283983981,0.16062273015629,0.588846726643409,0.447616792661844,0.273008905425911,10,-731.493368444175,-45.474131974794,-7.25044688891977,-304.951701794276,-5628.83285446074,-2574.62824674491,-25194.7654199136,-4230.65959773783,-18542.1441575511,-30582.6785488202,0.100043277695593,0.100109801785177,0.100115847148207,33.1997266177281,14.199947819261,4.0000797658094,10.699956960112,3.2500740037216,7.34997980388129,7.84996280606491
200,34,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",89.0206316332196,0.151844835319714,0.30418970654055,0.765426833021739,0.565619312821519,0.699120579579643,10,-766.78516541668,-105.590700964003,-17.7790269695991,587.697728048546,17598.2470026252,19164.7698356124,9594.48841026346,17980.3327740064,17284.529864628,20087.2635176448,0.001,0.001,0.00101396425455115,15.1586322280927,6.657384659272,3.6194754291755,6.94491059187261,2.98099465709486,3.45548344201733,4.09485482849205
200,35,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",92.5184479087294,0.168946832304717,0.210624823023798,0.301077318693304,0.659478140842943,0.396275111334029,10,-306.27140058455,-35.6903122611007,-5.63233371797679,-177.6452347205,-3534.75094826071,-13760.4469293907,-17861.1033006931,-14146.8677917909,-14367.5739161783,-11372.717858308,0.10011992370136,0.100143428281158,0.100276953814058,40.3998851783918,17.8000459861986,7.6001099774727,10.7000716382868,6.85003643273586,7.35010708146744,7.85007535049784
200,36,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",89.9932201221971,0.140825936719199,0.311718239792739,0.694174083650496,0.803469237099902,0.743961184641945,10,-1004.55355089265,-137.948053960971,-23.847720962074,1054.93630454646,12379.2223568323,8075.62339436095,30078.7233290737,22266.271504343,15789.8621774619,15448.4613281608,0.001,0.001,0.0014182927893876,11.0991412039279,7.00030224618394,3.71228224257522,3.06967619181584,3.29553195514187,3.3155506323301,3.97943737275318
200,37,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",92.6559625631593,0.125698974287537,0.137191851541284,0.401312845496288,0.388743277406913,0.508309091945857,10,-648.753939066615,-31.9957694014765,-5.03322436917133,-215.944011517105,-7672.3504713339,-10874.642472288,-25739.5438673177,-12144.7041162985,-6452.51127129494,-509.178444665817,0.1,0.1,0.1,47.59956,21.39984,7.59996,14.29988,6.84996,7.34996,7.84996
200,38,1,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH",92.8636262093797,0.147037447988126,0.1907253022152,0.600446692531104,0.480220239542904,0.654669632779757,10,-498.186244671185,-42.5846206241028,-6.76721814384888,160.279508462307,2114.68469377243,4570.33909152113,10921.5867620423,13242.7813575909,11607.4134847024,15426.2497568769,0.1,0.1,0.1,36.79968,17.79988,7.59996,10.69992,6.84996,7.34996,7.84996
